#DeCS_code	Term_Spanish	Term_English	MeSH_code	Synonyms
34544	análisis de secuencias de proteínas	Sequence Analysis, Protein	D020539	Análisis de Secuencia de Aminoácido|Análisis de Secuencia de Péptido|Determinación de Secuencia de Proteína|Análisis de Secuencia de Proteína
34545	inyecciones intracitoplasmáticas de esperma	Sperm Injections, Intracytoplasmic	D020554	Inyecciones Intracitoplasmáticas de Esperma|IICE|Inyecciones de Esperma Intracitoplasmáticas
34546	dosis máxima tolerada	Maximum Tolerated Dose	D020714	Dosis Máxima Tolerable|Dosis Tolerable Máxima|dosis toreda máxima
34547	abrasión dental por aire	Air Abrasion, Dental	D020906	abrasión dental aérea
34548	angioscopios	Angioscopes	D020677	-
34549	artroscopios	Arthroscopes	D020679	-
34550	broncoscopios	Bronchoscopes	D020680	broncoscopio
34551	colposcopios	Colposcopes	D020681	-
34552	culdoscopios	Culdoscopes	D020683	-
34553	cistoscopios	Cystoscopes	D020684	-
34554	endoscopios gastrointestinales	Endoscopes, Gastrointestinal	D020776	-
34555	colonoscopios	Colonoscopes	D020685	-
34556	sigmoidoscopios	Sigmoidoscopes	D020694	-
34557	duodenoscopios	Duodenoscopes	D020698	-
34558	gastroscopios	Gastroscopes	D020699	-
34559	proctoscopios	Proctoscopes	D020700	-
34560	esofagoscopios	Esophagoscopes	D020701	-
34561	fetoscopios	Fetoscopes	D020669	amnioscopios|embrioscopios
34562	histeroscopios	Hysteroscopes	D020702	uteroscopios
34563	laparoscopios	Laparoscopes	D020706	celioscopios|peritoneoscopios
34564	laringoscopios	Laryngoscopes	D020704	-
34565	mediastinoscopios	Mediastinoscopes	D020707	-
34566	toracoscopios	Thoracoscopes	D020708	-
34567	ureteroscopios	Ureteroscopes	D020709	-
34568	familia monoparental	Single-Parent Family	D020954	Familia Monoparental|Familia de Padre Único|familia de padre único|núcleo familiar monoparental|Familia de Padres Solteros
34569	programación neurolingüística	Neurolinguistic Programming	D020557	-
34570	síndrome de Asperger	Asperger Syndrome	D020817	-
34571	etnofarmacología	Ethnopharmacology	D020834	-
34572	valores umbral límite	Threshold Limit Values	D020711	Limite de Exposición a Corto Plazo|VLU|TLV|límite de exposición a corto plazo|valor límite umbral|Valores Limites del Umbral
34573	resistencia a vancomicina	Vancomycin Resistance	D020713	Resistencia a la Vancomicina
34574	efecto injerto contra leucemia	Graft vs Leukemia Effect	D020544	efecto del injerto contra la leucemia|Efecto Injerto vs Leucemia
34575	infiltración de neutrófilos	Neutrophil Infiltration	D020556	Reclutamiento Neutrófilo|reclutamiento de neutrófilos|Infiltración Neutrófila
34576	genes myb	Genes, myb	D020570	Genes v-myb|genes c-myb|v-myb Genes
34577	genes rel	Genes, rel	D020573	genes c-rel|genes v-rel
34578	genes sis	Genes, sis	D020571	Genes FCDPB|Genes c-sis|genes PDGFB|genes c-cis|genes v-sis
34579	silenciamiento génico	Gene Silencing	D020868	Inactivación del Gen|extinción génica|inactivación génica|represión génica|Silenciador del Gen
34580	motivos de aminoácidos	Amino Acid Motifs	D020816	Estructura Supersecundaria de Proteína|Estructura de Proteína Supersecundaria|Motifs de Aminoácidos|Secuencias de Proteínas|estructura proteica supersecundaria|estructura supersecundaria de proteínas|motivos de proteínas|motivos proteicos|Secuencias de Aminoácidos
34581	secuencia rica en AT	AT Rich Sequence	D020856	-
34582	secuencia rica en GC	GC Rich Sequence	D020862	-
34583	polimorfismo de nucleótido único	Polymorphism, Single Nucleotide	D020641	PNS|PSN|PSNS|SNPs|Polimorfismo de Nucleótido Simple
34584	genoma de Archaea	Genome, Archaeal	D020745	Genoma Arqueal
34585	estructura cuaternaria de las proteínas	Protein Structure, Quaternary	D020836	Estructura de Proteína Cuaternaria|conformación beta-laminar de las proteínas|estructura proteica cuaternaria|estructura proteínica cuaternaria|Estructura Cuaternaria de Proteína
34586	motivos mano EF	EF Hand Motifs	D020832	Motivos EF Hand
34587	renaturalización de proteínas	Protein Renaturation	D020673	renaturalización proteica|Renaturación de Proteína
34588	estabilidad del ARN	RNA Stability	D020871	Decadencia del ARN|Decadencia del mARN|Degradación de Transcriptos de ARNm|degradación de transcritos del ARNm|degradación del ARN|degradación del ARNm
34589	tecnología biomédica	Biomedical Technology	D020811	Prestación de Servicios Médico-Sanitarios con Mediación Tecnológica|Servicios Médico-Sanitarios con Mediación Tecnológica|Soluciones Tecnológicas en el Ámbito de la eSalud|Tecnología Aplicada a la Atención Médica|Tecnología Aplicada a los Procedimientos Sanitarios|Tecnología para la Atención de la Salud|Tecnología para la Salud|Tecnologías Sanitarias|tecnología de la salud|tecnología médica|tecnología sanitaria
34590	control de acceso	Gatekeeping	D020793	-
34591	Nunavut	Nunavut	D020957	-
34592	territorio de la capital australiana	Australian Capital Territory	D020958	-
34593	acelerógrafo	Accelerograph	-	-
34594	refugio	Shelter	-	Abrigo|Abrigos|albergue|albergues|refugios
34595	almacenamiento de materiales y suministros	Materials and Supplies Stockpiling	-	Almacenage de Suministros
34596	almacenamiento de sustancias y residuos peligrosos	Hazardous Substances and Wastes Stockpiling	-	-
34597	asistencia internacional en desastres	International Assistance in Disaster	-	-
34598	atentado terrorista	Terrorist Assault	-	-
34600	capacitación	Training	-	Entrenamiento|desarrollo de capacidades|desarrollo de competencias
34601	comités locales de emergencia	Local Committees for Emergencies	-	-
34603	conflictos armados	Armed Conflicts	D000068337	Guerras|conflicto armado
34604	construcciones antisísmicas	Aseismic Buildings	-	edificios antisísmicos|edificios asísmicos
34605	desarrollo regional	Regional Development	-	-
34606	desastres tecnológicos	Technological Disasters	-	-
34607	destrucción de edificaciones	Buildings Destruction	-	-
34608	edificios	Buildings	-	Edificaciones
34609	educación en desastres	Education in Disasters	-	-
34610	efectos de los desastres en las edificaciones	Disaster Effects on Buildings	-	Efectos de Desastres en las Edificaciones
34611	equipos y suministros en desastres	Equipment and Supplies, Disasters	-	-
34612	falla geológica	Geological Fault	-	Falla
34613	fenómeno de El Niño	El Niño Phenomenon	-	-
34614	geotermia	Geothermal	-	-
34615	identificación de víctimas	Victims Identification	-	-
34616	información pública	Public Information	-	-
34617	ingeniería civil	Civil Engineering	-	-
34618	ingeniería sísmica	Seismic Engineering	-	-
34619	instrumentos sísmicos	Seismic Instruments	-	-
34620	legislación sobre desastres	Disaster Legislation	-	Legislación Sísmica|Leyes sobre Desastres
34621	licuefacción	Liquefaction	-	-
34622	líneas vitales	Vital Lines	-	-
34623	mampostería	Masonry	-	-
34625	medidas sísmicas	Seismic Measurement	-	Monitoreo Sísmico|Monitorización Sísmica|Medición Sísmica
34626	microzonificación	Microzonation	-	-
34627	misiones diplomáticas	Diplomatic Missions	-	-
34628	monitorización	Monitoring	-	Monitorización|Monitoreo
34629	obras de contención	Barring Structures	-	-
34630	organización comunitaria	Communitarian Organization	-	Organización Local
34631	organización social	Social Organization	-	-
34632	organizaciones de planificación y atención en desastres	Organizations for Planning and Care in Disasters	-	Instituciones de Atención de Desastres|Organizaciones de Planificación en Desastres
34633	personal de rescate	Rescue Personnel	-	-
34634	equipos humanos	Disaster Team	-	-
34635	planes de emergencia	Emergency Plans	-	Plan de Emergencia
34636	análisis de la situación	Analysis of Situation	-	-
34637	ejercicio de simulación	Simulation Exercise	-	Simulacro
34638	planes y programas de educación en desastres	Plans and Programs of Education in Disasters	-	-
34639	puentes	Bridges	-	-
34640	radiación solar	Solar Radiation	-	radiación actínica
34641	radioaficionados	CB Ham Radio Operators	-	-
34642	recursos humanos en desastres	Human Resources in Disasters	-	-
34643	refuerzo de estructuras	Structures Strengthening	-	Reforzamiento de Estructuras
34645	reparación de edificaciones	Buildings Reconstruction	-	-
34646	repatriación	Repatriation	-	-
34647	rescate en espacios confinados	Rescue in Confined Spaces	-	-
34648	respuesta sísmica	Seismic Response	-	-
34649	salvamento acuático	Aquatic Rescue	-	Rescate Acuático
34651	sensores remotos	Remote Sensors	-	-
34652	sismología	Seismology	-	-
34654	ciclón tropical	Tropical Cyclone	-	Willy-Willy
34657	vulcanología	Volcanology	-	-
34658	vulnerabilidad social	Social Vulnerability	-	Alto Riesgo Social
34659	riesgo aceptable	Acceptable Risk	-	-
34660	alerta	Alert	-	Alerta|alertas
34661	prevención y mitigación	Prevention and Mitigation	-	Mitigación Previa al Desastre|Mitigación de Desastre|atenuación|mitigación|mitigación de desastres|mitigación predesastre|prevención y atenuación
34662	plan director de defensa civil	Plan Director of Civil Defense	-	-
34663	amenazas	Hazards	-	Amenaza|Peligros
34664	preparación	Preparedness	-	-
34665	búsqueda y rescate	Search and Rescue	-	Rescate|Salvamiento
34666	vulnerabilidad ante desastres	Disaster Vulnerability	-	Vulnerabilidad en Desastres|Vulnerabilidad frente a Desastres|vulnerabilidad|vulnerabilidad a desastres|vulnerabilidad ante catástrofes
34667	advertencia	Warning	-	Advertencia|Aviso
34668	alarma	Alarm	-	-
34669	amplitud	Amplitude	-	-
34670	anemómetro	Anemometer	-	-
34671	inundación anual	Annual Flood	-	Crecida Anual
34672	índice de precipitación antecedente	Antecedent Precipitation Index	-	-
34673	anticiclón	Anticyclone	-	Área de Alta Presión
34675	flujo de cenizas	Ash Flow	-	Flujo de Ceniza
34677	barómetro	Barometer	-	-
34678	escala Beaufort	Beaufort Scale	-	Escala de Beaufort
34679	proyectiles volcánicos	Ejecta	-	lapilli|proyectil volcánico|Material de Expulsión
34681	razón cosecha-humedad	Crop Moisture Ratio	-	-
34682	correntímetro	Water Current Meter	-	Molinete
34683	clasificación de daños en edificaciones	Buildings Damage Classification	-	-
34684	amortiguación	Damping	-	amortiguamiento
34685	declaración de emergencia	Declaration of Emergency	-	-
34687	embalse de detención	Detention Reservoir	-	-
34688	Equipo de Inspección del Área de Desastre	Disaster Area Survey Team	-	-
34689	epidemiología en desastres	Disaster Epidemiology	-	Epidemiología de Desastres
34690	seguros contra desastres	Disaster Insurances	-	-
34691	manejo de desastres	Disaster Management	-	Gestión de la Reducción de Riesgo|Manejo de Desastres|administración de desastres|gestión de desastres
34692	fases del desastre	Disaster Phases	-	-
34693	domo volcánico	Volcanic Dome	-	Cono Eruptivo|Cono Volcánico
34694	tormenta de arena	Dust Storm	-	Tormenta de Arena|Tormenta de Polvo
34695	pronóstico de daños	Damage Prediction	-	-
34696	intensidad macrosísmica	Intensity, Macroseismic	-	-
34697	isobara	Isobar	-	-
34698	isoyeta	Isohyet	-	Isohieta
34699	isosísmico	Isoseismal	-	Isosista|Linea Isosísmica
34700	isoterma	Isotherm	-	-
34701	flujo de lava	Lava Flow	-	-
34702	tiempo de reacción en desastres	Lead Time	-	-
34703	escala de Richter	Richter Scale	-	Magnitud|Magnitud del Terremoto
34704	sistema médico de emergencia	Emergency Medical System	-	-
34705	centro de operaciones de emergencia	Emergency Operations Center	-	COE
34706	evaluación de desastres	Disaster Evaluation	-	-
34707	probabilidad de excedencia	Exceedance Probability	-	-
34708	índice de explosividad	Explosivity Index	-	Índice de Explosión
34709	tiempo de exposición	Exposure Time	-	Duración de Exposición
34710	ojo de la tormenta	Eye of the Storm	-	-
34712	muro cortafuego	Firewall	-	-
34713	crecida repentina	Flash Flood	-	-
34714	crecida	Flood	-	Avenida Máxima|Nivel Máximo de Agua|avenida (hidrología)|crecidas
34715	nivel de alarma de crecida	Flood Alarm Level	-	-
34716	canal de evacuación de crecidas	Flood-Bypass Channel	-	-
34718	predicción de inundaciones	Flood Forecasting	-	-
34719	zonificación de llanuras de inundación	Floodplain Zoning	-	-
34720	protección de elementos situados en zona inundable	Flood Proofing	-	-
34721	propagación de la onda de inundación	Flood Routing	-	Calculo de Propagación de Caudal|Propagación en Tramo
34722	ola de crecida	Flood Wave	-	-
34723	frente atmosférico	Atmospheric Front	-	-
34724	escala de Fujita-Pearson	Fujita-Pearson Scale	-	-
34725	nivel de agua subterránea	Groundwater Level	-	-
34726	rachas de viento	Gust of Wind	-	Ráfaga
34727	ola de calor	Heat Wave (Meteorology)	-	-
34729	predicción hidrológica	Hydrological Forecast	-	-
34730	alerta hidrológica	Hydrological Warning	-	-
34731	deshielo	Ice Break Up	-	-
34732	bloqueo de hielo	Ice Jam	-	-
34733	tormenta de hielo	Ice Storm	-	Cencellada
34734	sismicidad inducida	Induced Seismicity	-	-
34736	magma	Magma	-	-
34737	crecida máxima probable	Maximum Probable Flood	-	-
34738	escala de Mercalli	Mercalli Scale	-	-
34739	sistema móvil de comunicación por satélite	Mobile Satellite Communication System	-	SATCOM|teléfono por satélite|teléfono satelital|teléfono vía satélite
34741	medidas no estructurales para el control de crecidas	Non-Structural Flood Mitigation	-	medidas estructurantes
34742	previsión inmediata	Nowcast	-	pronóstico inmediato|Pronóstico Momentáneo
34743	flujo piroclástico	Pyroclastic Flow	-	Nuee Ardente
34744	índice Palmer	Palmer Index	-	Índice de Palmer
34745	permafrost	Permafrost	D065946	Permafrost|Hielos Perennes
34746	frente polar	Polar Front	-	-
34747	pólder	Polder	-	-
34749	medidor de precipitación	Precipitation Gauge	-	Pluviometro
34750	intensidad de precipitación	Precipitation Intensity	-	Intensidad de Lluvia
34751	precipitación máxima probable	Probable Maximum Precipitation	-	Lluvia Extrema|PMP
34752	sensibilización pública	Public Awareness	-	Concienciación Pública|Concientización Pública
34753	arenas movedizas	Quicksand	-	Arena Movediza
34754	reasentamiento posterior a un desastre	Post Disaster Resettlement	-	Reasentamiento Pos Desastre|Reasentamiento Pos-Desastre|Reasentamiento Post Desastre|Reasentamiento Post-Desastre|Reasentamiento Postdesastre|Reasentamiento Posterior a un Desastre|Reasentamiento por Desastre|Reubicación Pos Desastre|Reubicación Pos-Desastre|Reubicación Post Desastre|Reubicación Post-Desastre|Reubicación Postdesastre|Reubicación por Desastre|reasentamiento posdesastre|reubicación posterior a un desastre|Reubicación Posdesastre
34755	aplicaciones de los satélites	Satellite Applications	-	Aplicaciones del Satélite
34756	golpe de mar	Sea Surge	-	-
34757	seiche	Seiche	-	-
34758	cinturón sísmico	Seismic Belt	-	-
34759	aislamiento sísmico	Seismic Isolation	-	-
34760	zona sísmica	Seismic Zone	-	-
34761	sismógrafo	Seismograph	-	-
34762	muro de retención	Shear Wall	-	-
34763	condiciones del suelo	Soil Conditions	-	Condiciones del Suelo|Estado Pedológico|Estado del Suelo|Condición del Suelo
34764	humedad del suelo	Soil Moisture	-	-
34765	alimentación básica	Staple Food	-	Alimentos Básicos
34766	subsidencia	Subsidence	-	Hundimiento
34767	mapa sinóptico	Synoptic Chart	-	Carta Sinóptica|Carta del Tiempo|Mapa del Tiempo
34768	tefra (vulcanología)	Tephra	-	-
34769	control de torrentes	Torrent Control	-	Control de Torrente
34770	control de vectores	Vector Control	-	Control Vectorial
34771	organizaciones voluntarias	Voluntary Agencies	-	Volag|Agencias Voluntarias
34772	estudio de vulnerabilidad	Vulnerability Study	-	-
34773	fuerza del viento	Wind Force	-	Fuerza de los Vientos|intensidad del viento|intensidades del viento
34774	actividad convectiva	Convective Activity	-	-
34775	aforo de una corriente	Stream Flow Gauging	-	-
34776	agente afectable	Affectable Agent	-	-
34777	agente para la extinción de incendios	Fire Extinguishing Agent	-	Agente Extintor de Incendios|Agente para la Extinción de Incendios|agente extintor|sustancia extintora
34778	albergado	Lodged	-	-
34779	vientos alisios	Trade Wind	-	-
34780	aluvión	Alluvium	-	Aluviones|depósito aluvial
34781	análisis de las consecuencias	Consequence Analysis	-	-
34782	aprovisionamiento	Supply	-	provisión
34783	aridez	Aridity	-	-
34785	asistencia	Assistance	-	-
34787	alerta en emergencias	Emergency Watch	-	Alerta em Situaciones de Emergencia|Alerta en Caso de Emergencia|Alerta en Emergencias|Estado de Alerta en Emergencias|Estado de Atención de Emergencias|Alerta en Emergencia
34788	atención médica	Medical Care	-	cuidados médicos
34789	autoconstrucción	Self Building	-	-
34790	avanzada sanitaria	Advanced Sanitary Group	-	-
34791	bajamar	Ebb Tide	-	-
34792	becquerel	Becquerel	-	-
34793	blindaje contra radiaciones	Shielding against Radiation	-	-
34794	brecha sísmica	Seismic Gap	-	-
34795	brigada de emergencia	Emergency Brigade	-	Brigada de Auxilio
34796	lluvia de ceniza	Ash Fall	-	Caída de Ceniza
34797	canal de navegación	Navigation Channel	-	-
34798	cañón submarino	Submarine Canyon	-	-
